,Unnamed: 0,domestic total adj gross(2016),domestic lifetime adj gross(2016),budget,actors,director,writer,producer,composer,series,movie title,domestic total gross,domestic lifetime,release date,runtime (mins),rating,genre
146,147,54760300.0,,22000000,"['Zachary Gordon', 'Devon Bostick', 'Steve Zahn', 'Rachael Harris']",David Bowers,,Nina Jacobson,Ed Shearmur,Diary of a Wimpy Kid,Diary of a Wimpy Kid: Dog Days,49008662.0,,2012-08-03 00:00:00,94.0,PG,Comedy
147,148,170117100.0,,110000000,"['Bruce Willis', 'Timothy Olyphant', 'Justin Long', 'Maggie Q', 'Cliff Curtis', 'Mary Elizabeth Winstead', 'Kevin Smith']",Len Wiseman,Mark Bomback,,Marco Beltrami,Die Hard,Live Free or Die Hard,134529403.0,,2007-06-27 00:00:00,130.0,PG-13,Action
148,149,241750900.0,,70000000,"['Bruce Willis', 'John Leguizamo*']",Renny Harlin,,,Michael Kamen,Die Hard,Die Hard 2: Die Harder,117540947.0,,1990-07-06 00:00:00,124.0,R,Action
149,150,200025000.0,,90000000,"['Jeremy Irons', 'Samuel L. Jackson', 'Bruce Willis']",John McTiernan,Jonathan Hensleigh,Michael Tadross,Michael Kamen,Die Hard,Die Hard: With A Vengeance,100012499.0,,1995-05-19 00:00:00,131.0,R,Action
150,151,175712200.0,,28000000,"['Alan Rickman', 'Bruce Willis']",John McTiernan,,,Michael Kamen,Die Hard,Die Hard,83008852.0,,1988-07-15 00:00:00,131.0,R,Action
151,152,73795700.0,,92000000,"['Aldis Hodge', 'Bruce Willis', 'Jai Courtney', 'Sebastian Koch', 'Cole Hauser*', 'Mary Elizabeth Winstead*']",John Moore,Skip Woods,,Marco Beltrami,Die Hard,A Good Day to Die Hard,67349198.0,,2013-02-14 00:00:00,97.0,R,Action
152,153,181033600.0,,,,Clint Eastwood,,Clint Eastwood,,Dirty Harry,Sudden Impact,67642693.0,,1983-12-09 00:00:00,117.0,R,Action
153,154,188851300.0,,,,,,,,Dirty Harry,The Enforcer,46236000.0,,1976-12-22 00:00:00,97.0,R,Action
154,155,195469800.0,,,,,,,,Dirty Harry,Magnum Force,39768000.0,,1973-12-25 00:00:00,124.0,R,Action
155,156,80233300.0,,,"['Clint Eastwood', 'Liam Neeson', 'Jim Carrey*']",,,David Valdes,,Dirty Harry,The Dead Pool,37903295.0,,1988-07-15 00:00:00,92.0,R,Action
156,157,189691600.0,,,,,,,,Dirty Harry,Dirty Harry,35976000.0,,1971-12-22 00:00:00,102.0,R,Action
157,158,161010100.0,,85000000,"['Shailene Woodley', 'Theo James', 'Jai Courtney', 'Ray Stevenson', 'Miles Teller', 'Maggie Q', 'Kate Winslet', 'Tony Goldwyn', 'Ashley Judd', 'Ansel Elgort']",Neil Burger,,,,Divergent,Divergent,150947895.0,,2014-03-21 00:00:00,143.0,PG-13,Action
158,159,135522700.0,,110000000,"['Shailene Woodley', 'Theo James', 'Kate Winslet', 'Octavia Spencer', 'Jai Courtney', 'Ray Stevenson', 'Miles Teller', 'Ansel Elgort', 'Maggie Q', 'Mekhi Phifer', 'Naomi Watts']",Robert Schwentke,,,,Insurgent (2015) - Box Office Mojo,The Divergent Series: Insurgent,130179072.0,,2015-03-20 00:00:00,119.0,PG-13,Action
161,162,258543000.0,,17000000,,The Farrelly Bros.,,,,Dumb and Dumber,Dumb and Dumber,127175374.0,,1994-12-16 00:00:00,101.0,PG-13,Comedy
162,163,90408700.0,,40000000,"['Jim Carrey', 'Jeff Daniels', 'Rob Riggle', 'Laurie Holden', 'Kathleen Turner']",The Farrelly Bros.,,,,Dumb and Dumber,Dumb and Dumber To,86208010.0,,2014-11-14 00:00:00,110.0,PG-13,Comedy
163,164,37911300.0,,19000000,"['Eric Christian Olsen', 'Derek Richardson', 'Eugene Levy', 'Mimi Rogers', 'Luis Guzman', 'Cheri Oteri', 'Shia LaBeouf*']",,,Charles B. Wessler,,Dumb and Dumber,Dumb and Dumberer: When Harry Met Lloyd,26276465.0,,2003-06-13 00:00:00,96.0,PG-13,Comedy
164,165,81315100.0,,29000000,"['Antonio Banderas', 'Salma Hayek', 'Johnny Depp', 'Mickey Rourke', 'Eva Mendes', 'Willem Dafoe']",Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,El Mariachi,Once Upon a Time in Mexico,56359780.0,,2003-09-12 00:00:00,97.0,R,Action
165,166,50810900.0,,,,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,El Mariachi,Desperado,25405445.0,,1995-08-25 00:00:00,106.0,R,Action
166,167,4288900.0,,,,Robert Rodriguez,Robert Rodriguez,Robert Rodriguez,,El Mariachi,El Mariachi,2040920.0,,1993-02-26 00:00:00,81.0,R,Action
167,168,59781800.0,,,,,,,,Ernest,Ernest Saves Christmas,28202109.0,,1988-11-11 00:00:00,95.0,PG,Family
168,169,51479300.0,,,,John R. Cherry III,,,,Ernest,Ernest Goes to Jail,25029569.0,,1990-04-06 00:00:00,81.0,PG,Comedy
169,170,52309900.0,,,,John R. Cherry III,,,,Ernest,Ernest Goes to Camp,23509382.0,,1987-05-22 00:00:00,92.0,PG,Family
170,171,29227200.0,,,,,,,,Ernest,Ernest Scared Stupid,14143280.0,,1991-10-11 00:00:00,92.0,PG,Comedy
171,172,3047200.0,,,,,,,,Ernest,Ernest Rides Again,1450029.0,,1993-11-12 00:00:00,99.0,PG,Comedy
172,173,191200.0,,,,,,,,Evangelion,Evangelion: 3.0 You Can,174945.0,,2014-01-10 00:00:00,106.0,Unknown,Animation
173,174,147900.0,,,,,,,,Evangelion,Evangelion 2.0: You Can,133640.0,,2011-01-21 00:00:00,109.0,Unknown,Foreign
174,175,124100.0,,,,,,,,Evangelion,Evangelion 1.0 You Are,107797.0,,2009-07-03 00:00:00,98.0,PG-13,Animation
175,176,59431600.0,,17000000,"['Jane Levy', 'Shiloh Fernandez', 'Lou Taylor Pucci', 'Jessica Lucas', 'Elizabeth Blackmore']",Fede Alvarez,,,,Evil Dead,Evil Dead,54239856.0,,2013-04-05 00:00:00,91.0,R,Horror
176,177,24172900.0,,,,Sam Raimi,,,Joseph LoDuca,Evil Dead,Army of Darkness,11502976.0,,1993-02-19 00:00:00,81.0,R,Horror
177,178,13179200.0,,,,Sam Raimi,,,Joseph LoDuca,Evil Dead,Evil Dead 2,5923044.0,,1987-03-13 00:00:00,85.0,R,Horror
178,179,6628600.0,,,,Sam Raimi,,Sam Raimi (Executive),Joseph LoDuca,Evil Dead,The Evil Dead,2400000.0,,1983-01-01 00:00:00,85.0,Unknown,Horror
179,180,897914400.0,962212800.0,,,William Friedkin,,,,The Exorcist,The Exorcist,193000000.0,232906145.0,1973-12-26 00:00:00,122.0,R,Horror
180,181,58591200.0,,80000000,,Renny Harlin,,James G. Robinson,Trevor Rabin,The Exorcist,Exorcist: The Beginning,41821986.0,,2004-08-20 00:00:00,114.0,R,Period
181,182,64033000.0,962212800.0,11000000,,,,,,The Exorcist,The Exorcist Director's Cut,39671011.0,232906145.0,2000-09-22 00:00:00,132.0,R,Horror
182,183,119963000.0,,,,,,,Ennio Morricone,The Exorcist,Exorcist II: The Heretic,30749142.0,,1977-06-17 00:00:00,117.0,R,Horror
183,184,53678400.0,,,,,,,,The Exorcist,The Exorcist III,26098824.0,,1990-08-17 00:00:00,105.0,R,Horror
184,185,341300.0,,,,Paul Schrader,,James G. Robinson,Trevor Rabin,The Exorcist,Dominion: Prequel to the Exorcist,251495.0,,2005-05-20 00:00:00,117.0,R,Horror
185,186,112792000.0,,80000000,"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Eric Roberts', 'Randy Couture', '""""Stone Cold"""" Steve Austin', 'Terry Crews', 'Mickey Rourke', 'David Zayas', 'Bruce Willis*', 'Arnold Schwarzenegger*']",Sylvester Stallone,Sylvester Stallone,,Brian Tyler,The Expendables,The Expendables,103068524.0,,2010-08-13 00:00:00,103.0,R,Action
186,187,95025700.0,,100000000,"['Sylvester Stallone', 'Jason Statham', 'Jet Li', 'Dolph Lundgren', 'Chuck Norris', 'Jean-Claude Van Damme', 'Bruce Willis', 'Arnold Schwarzenegger', 'Terry Crews', 'Randy Couture', 'Liam Hemsworth']",Simon West,,,Brian Tyler,The Expendables,The Expendables 2,85028192.0,,2012-08-17 00:00:00,102.0,R,Action
187,188,42328300.0,,,"['Sylvester Stallone', 'Jason Statham', 'Antonio Banderas', 'Jet Li', 'Wesley Snipes', 'Dolph Lundgren', 'Kelsey Grammer', 'Randy Couture', 'Terry Crews', 'Kellan Lutz', 'Ronda Rousey', 'Robert Davi', 'Mel Gibson', 'Harrison Ford', 'Arnold Schwarzenegger']",Patrick Hughes,,,Brian Tyler,The Expendables,The Expendables 3,39322544.0,,2014-08-15 00:00:00,103.0,PG-13,Action
188,189,209961900.0,,100000000,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon']",Tim Story,Michael France,,John Ottman,Fantastic Four,Fantastic Four,154696080.0,,2005-07-08 00:00:00,123.0,PG-13,Action
189,190,166819600.0,,130000000,"['Ioan Gruffudd', 'Jessica Alba', 'Chris Evans', 'Michael Chiklis', 'Julian McMahon', 'Kerry Washington', 'Andre Braugher', 'Laurence Fishburne* (Voice)']",Tim Story,Don Payne,,John Ottman,Fantastic Four,Fantastic Four: Rise of the Silver Surfer,131921738.0,,2007-06-15 00:00:00,89.0,PG,Action
190,191,59160000.0,,120000000,"['Miles Teller', 'Michael B. Jordan', 'Jamie Bell', 'Kate Mara']",Josh Trank,Simon Kinberg,,Marco Beltrami,Fantastic Four,Fantastic Four,56117548.0,,2015-08-07 00:00:00,100.0,PG-13,Action
191,192,356907000.0,,190000000,"['Tony Jaa', 'Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Jordana Brewster', 'Tyrese Gibson', ""Chris 'Ludacris' Bridges"", 'Lucas Black', 'Jason Statham', 'Djimon Hounsou', 'Kurt Russell']",James Wan,Chris Morgan,,Brian Tyler,The Fast and the Furious,Furious 7,353007020.0,,2015-04-03 00:00:00,137.0,PG-13,Action
192,193,247794100.0,,160000000,"['Gal Gadot', 'Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Michelle Rodriguez', 'Tyrese Gibson', ""Chris 'Ludacris' Bridges"", 'Jordana Brewster', 'Luke Evans', 'Gina Carano']",Justin Lin,Chris Morgan,,,The Fast and the Furious,Fast & Furious 6,238679850.0,,2013-05-24 00:00:00,130.0,PG-13,Action
193,194,226530200.0,,125000000,"['Gal Gadot', 'Vin Diesel', 'Paul Walker', 'Dwayne Johnson', 'Jordana Brewster', ""Chris 'Ludacris' Bridges"", 'Tyrese Gibson']",Justin Lin,Chris Morgan,,Brian Tyler,The Fast and the Furious,Fast Five,209837675.0,,2011-04-29 00:00:00,130.0,PG-13,Action
194,195,187891300.0,,85000000,"['Gal Gadot', 'Vin Diesel', 'Paul Walker', 'Michelle Rodriguez', 'Jordana Brewster', 'Brandon T. Jackson*']",Justin Lin,Chris Morgan,,Brian Tyler,The Fast and the Furious,Fast and Furious,155064265.0,,2009-04-03 00:00:00,99.0,PG-13,Action
195,196,222163500.0,,38000000,"['Paul Walker', 'Vin Diesel', 'Michelle Rodriguez', 'Jordana Brewster']",Rob Cohen,David Ayer,,,The Fast and the Furious,The Fast and the Furious,144533925.0,,2001-06-22 00:00:00,106.0,PG-13,Action
196,197,183457300.0,,76000000,"['Paul Walker', 'Tyrese Gibson', 'Eva Mendes', 'Cole Hauser', ""Chris 'Ludacris' Bridges"", 'Devon Aoki', 'Michael Ealy*']",John Singleton,,,David Arnold,The Fast and the Furious,2 Fast 2 Furious,127154901.0,,2003-06-06 00:00:00,101.0,PG-13,Action
197,198,83034400.0,,,"['Lucas Black', 'Bow Wow']",Justin Lin,Chris Morgan,,Brian Tyler,The Fast and the Furious,The Fast and the Furious: Tokyo Drift,62514415.0,,2006-06-16 00:00:00,90.0,PG-13,Action
201,202,177929100.0,,40000000,"['Dakota Johnson', 'Jamie Dornan', 'Jennifer Ehle', 'Marcia Gay Harden']",Sam Taylor-Johnson,Kelly Marcel,,Danny Elfman,Fifty Shades,Fifty Shades of Grey,166167230.0,,2015-02-13 00:00:00,125.0,R,Romance
204,205,77452900.0,,40000000,,David R. Ellis,,,Brian Tyler,Final Destination,The Final Destination,66477700.0,,2009-08-28 00:00:00,82.0,R,Horror
205,206,71855400.0,,25000000,"['Mary Elizabeth Winstead', 'Amanda Crew*']",James Wong,James Wong,James Wong,,Final Destination,Final Destination 3,54098051.0,,2006-02-10 00:00:00,115.0,R,Horror
206,207,86081800.0,,23000000,"['Devon Sawa', 'Ali Larter']",James Wong,James Wong,Chris Bender* (associate),,Final Destination,Final Destination,53331147.0,,2000-03-17 00:00:00,98.0,R,Horror
207,208,67755000.0,,,,David R. Ellis,,,,Final Destination,Final Destination 2,46961214.0,,2003-01-31 00:00:00,100.0,R,Horror
208,209,46666200.0,,40000000,"['David Koechner', 'Emma Bell', ""Nicholas D'Agosto"", 'Tony Todd']",Steven Quale,Eric Heisserer,,Brian Tyler,Final Destination,Final Destination 5,42587643.0,,2011-08-12 00:00:00,95.0,R,Horror
209,210,384305300.0,,80000000,"['Robert DeNiro', 'Ben Stiller', 'Dustin Hoffman', 'Barbra Streisand', 'Blythe Danner', 'Teri Polo', 'Owen Wilson* (Cameo)']",Jay Roach,,,Randy Newman,Fockers,Meet the Fockers,279261160.0,,2004-12-22 00:00:00,114.0,PG-13,Comedy
210,211,267895800.0,,55000000,"['Robert DeNiro', 'Ben Stiller', 'Blythe Danner', 'Teri Polo', 'Owen Wilson*']",Jay Roach,,Shauna Robertson* (co-producer),Randy Newman,Fockers,Meet the Parents,166244045.0,,2000-10-06 00:00:00,108.0,PG-13,Comedy
211,212,161225400.0,,100000000,"['Ben Stiller', 'Robert DeNiro', 'Dustin Hoffman', 'Barbra Streisand', 'Teri Polo', 'Owen Wilson', 'Jessica Alba', 'Blythe Danner', 'Harvey Keitel', 'Kevin Hart*']",Paul Weitz,John Hamburg,,Stephen Trask,Fockers,Little Fockers,148438600.0,,2010-12-22 00:00:00,98.0,PG-13,Comedy
212,213,163279700.0,,,,,,,,Free Willy,Free Willy,77698625.0,,1993-07-16 00:00:00,112.0,PG,Family
213,214,60154200.0,,,,Dwight H. Little,Karen Janszen,,,Free Willy,Free Willy 2: The Adventure Home,30077111.0,,1995-07-21 00:00:00,98.0,PG,Family
214,215,6532700.0,,,,,,,Cliff Eidelman,Free Willy,Free Willy 3: The Rescue,3446539.0,,1997-08-08 00:00:00,86.0,PG,Family
215,216,92534100.0,,11000000,,Steve Carr,Ice Cube,Ice Cube,Terence Blanchard,Friday,Next Friday,57328603.0,,2000-01-12 00:00:00,98.0,R,Comedy
216,217,49723500.0,,,,,Ice Cube,,,Friday,Friday After Next,33253609.0,,2002-11-22 00:00:00,88.0,R,Comedy
217,218,54935100.0,,3500000,"['Tony Cox', 'Ice Cube', 'Chris Tucker', 'Nia Long', 'Bernie Mac*']",F. Gary Gray,Ice Cube,Ice Cube (executive),,Friday,Friday,27467564.0,,1995-04-28 00:00:00,91.0,R,Comedy
218,219,119206800.0,,30000000,,Ronny Yu,,,Graeme Revell,Friday the 13th,Freddy Vs. Jason,82622655.0,,2003-08-15 00:00:00,98.0,R,Horror
219,220,78762900.0,,19000000,,Marcus Nispel,,,Steve Jablonsky,Friday the 13th,Friday the 13th,65002019.0,,2009-02-13 00:00:00,95.0,R,Horror
220,221,128574400.0,,,,,,,,Friday the 13th,Friday the 13th,39754601.0,,1980-05-09 00:00:00,95.0,R,Horror
221,222,102333100.0,108156700.0,,,,,,,Friday the 13th,Friday the 13th Part III,34581519.0,36690067.0,1982-08-13 00:00:00,88.0,R,Horror
222,223,85396900.0,,,,,,,,Friday the 13th,Friday the 13th: Final Chapter,32980880.0,,1984-04-13 00:00:00,90.0,R,Horror
223,224,53745000.0,,,,Danny Steinmann,,,,Friday the 13th,Friday the 13th - Part V,21930418.0,,1985-03-22 00:00:00,92.0,R,Horror
224,225,67981300.0,,,,,,,,Friday the 13th,Friday the 13th Part 2,21722776.0,,1981-04-30 00:00:00,86.0,R,Horror
225,226,45662200.0,,,,,,,,Friday the 13th,Friday the 13th Part VI,19472057.0,,1986-08-01 00:00:00,90.0,R,Horror
226,227,40578800.0,,,,,,,,Friday the 13th,Friday the 13th Part VII,19170001.0,,1988-05-13 00:00:00,90.0,R,Horror
227,228,33486700.0,,,,,,,,Friday the 13th,Jason Goes to Hell: The Final Friday,15935068.0,,1993-08-13 00:00:00,88.0,R,Horror
228,229,31433900.0,,,,,,,,Friday the 13th,Friday the 13th Part VIII,14343976.0,,1989-07-28 00:00:00,90.0,R,Horror
229,230,19648500.0,,11000000,,,Todd Farmer,,,Friday the 13th,Jason X,13121555.0,,2002-04-26 00:00:00,93.0,R,Sci-Fi
232,233,61077000.0,,,,,,,,Fright Night,Fright Night,24922237.0,,1985-08-02 00:00:00,106.0,R,Horror
233,234,20058100.0,,30000000,"['Anton Yelchin', 'Colin Farrell', 'Christopher Mintz-Plasse', 'David Tennant', 'Imogen Poots', 'Toni Collette']",Craig Gillespie,Marti Noxon,Michael De Luca,Ramin Djawadi,Fright Night,Fright Night,18302607.0,,2011-08-19 00:00:00,106.0,R,Horror
234,235,6538800.0,,,,,,,,Fright Night,Fright Night II,2983784.0,,1989-05-19 00:00:00,108.0,R,Unknown
235,236,684223900.0,686626300.0,6000000,"['Marlon Brando', 'Al Pacino', 'James Caan', 'Robert Duvall', 'Diane Keaton']",,,,,The Godfather,The Godfather,133698921.0,134966411.0,1972-03-15 00:00:00,175.0,R,Crime
236,237,137628900.0,,54000000,"['Al Pacino', 'Diane Keaton', 'Andy Garcia', 'Eli Wallach', 'Joe Mantegna', 'Bridget Fonda', 'Sofia Coppola']",,,,,The Godfather,The Godfather Part III,66666062.0,,1990-12-25 00:00:00,162.0,R,Crime
237,238,221188600.0,,13000000,"['Al Pacino', 'Robert Duvall', 'Diane Keaton', 'Robert DeNiro']",,,,,The Godfather,The Godfather Part II,47542841.0,,1974-12-12 00:00:00,200.0,R,Crime
238,239,2402400.0,686626300.0,,,,,,,The Godfather,The Godfather,1267490.0,134966411.0,1997-03-21 00:00:00,175.0,R,Crime
239,240,209738000.0,,160000000,"['Aaron Johnson', 'Ken Watanabe', 'Elizabeth Olsen', 'Juliette Binoche', 'Sally Hawkins', 'David Strathairn', 'Bryan Cranston']",Gareth Edwards,Max Borenstein,,Alexandre Desplat,Godzilla,Godzilla,200676069.0,,2014-05-16 00:00:00,123.0,PG-13,Sci-Fi
240,241,252864500.0,,130000000,,Roland Emmerich,,Dean Devlin,David Arnold,Godzilla,Godzilla,136314294.0,,1998-05-20 00:00:00,140.0,PG-13,Sci-Fi
241,242,16201300.0,,13000000,,,,,,Godzilla,Godzilla 2000,10037390.0,,2000-08-18 00:00:00,99.0,PG,Sci-Fi
242,243,10088100.0,,,,,,,Christopher Young,Godzilla,Godzilla 1985,4116395.0,,1985-08-23 00:00:00,87.0,PG,Unknown
243,244,577900.0,,,,,,,,Godzilla,Godzilla,412520.0,,2004-05-07 00:00:00,98.0,Unknown,Foreign
247,248,73687000.0,,,,Rob Zombie,,,Tyler Bates,Halloween,Halloween,58272029.0,,2007-08-31 00:00:00,109.0,R,Horror
248,249,102103000.0,,17000000,"['Jamie Lee Curtis', 'Josh Hartnett', 'Michelle Williams', 'Joseph Gordon-Levitt']",,Matt Greenberg,,,Halloween,Halloween: H20,55041738.0,,1998-08-07 00:00:00,86.0,R,Horror
249,250,174743600.0,,"325,000",,John Carpenter,,,,Halloween,Halloween,47000000.0,,1978-10-25 00:00:00,91.0,R,Horror
250,251,38904800.0,,15000000,,Rob Zombie,Rob Zombie,,Tyler Bates,Halloween,Halloween II,33392973.0,,2009-08-28 00:00:00,101.0,R,Horror
251,252,45453300.0,,13000000,,,Sean Hood,,,Halloween,Halloween: Resurrection,30354442.0,,2002-07-12 00:00:00,94.0,R,Horror
252,253,79908000.0,,,"['Jamie Lee Curtis', 'Donald Cyphers', 'Donald Pleasence']",,,,,Halloween,Halloween II,25533818.0,,1981-10-30 00:00:00,93.0,R,Horror
253,254,37612700.0,,5000000,,,,,,Halloween,Halloween 4: The Return of Michael Myers,17768757.0,,1988-10-21 00:00:00,88.0,R,Horror
254,255,30233300.0,,,,,,,,Halloween,Halloween: The Curse of Michael Myers,15116634.0,,1995-09-29 00:00:00,88.0,R,Horror
255,256,42612200.0,,,,Tommy Lee Wallace,,,,Halloween,Halloween III: Season of the Witch,14400000.0,,1982-10-22 00:00:00,99.0,R,Horror
256,257,25513200.0,,5000000,,,,,,Halloween,Halloween 5,11642254.0,,1989-10-13 00:00:00,96.0,R,Unknown
258,259,323343300.0,,35000000,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Heather Graham', 'Jeffrey Tambor', 'Ken Jeong', 'Rachael Harris', 'Rob Riggle*']",Todd Phillips,,,Christophe Beck,The Hangover,The Hangover,277322503.0,,2009-06-05 00:00:00,96.0,R,Comedy
259,260,274810400.0,,80000000,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong', 'Paul Giamatti', 'Mike Tyson', 'Jeffrey Tambor', 'Jamie Chung']",Todd Phillips,,,Christophe Beck,The Hangover,The Hangover Part II,254464305.0,,2011-05-26 00:00:00,102.0,R,Comedy
260,261,116484600.0,,103000000,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'John Goodman', 'Heather Graham', 'Ken Jeong', 'Melissa McCarthy']",Todd Phillips,,,Christophe Beck,The Hangover,The Hangover Part III,112200072.0,,2013-05-23 00:00:00,100.0,R,Comedy
261,262,253763700.0,,87000000,"['Anthony Hopkins', 'Julianne Moore', 'Gary Oldman']",Ridley Scott,,Ridley Scott,,Hannibal Lecter,Hannibal,165092268.0,,2001-02-09 00:00:00,131.0,R,Thriller
262,263,270181300.0,,19000000,"['Jodie Foster', 'Anthony Hopkins']",Jonathan Demme,,Gary Goetzman (executive),Howard Shore,Hannibal Lecter,The Silence of the Lambs,130742922.0,,1991-02-14 00:00:00,118.0,R,Thriller
263,264,139484400.0,,78000000,"['Anthony Hopkins', 'Edward Norton', 'Ralph Fiennes', 'Harvey Keitel', 'Emily Watson', 'Mary-Louise Parker', 'Philip Seymour Hoffman']",Brett Ratner,,,Danny Elfman,Hannibal Lecter,Red Dragon,93149898.0,,2002-10-04 00:00:00,126.0,R,Thriller
264,265,34990900.0,,,"['Rhys Ifans', 'Gong Li']",,,,Ilan Eshkeri,Hannibal Lecter,Hannibal Rising,27670986.0,,2007-02-09 00:00:00,117.0,R,Thriller
265,266,20216200.0,,,"['Joan Allen', 'Brian Cox']",Michael Mann,Michael Mann,,,Hannibal Lecter,Manhunter,8620929.0,,1986-08-15 00:00:00,124.0,R,Unknown
266,267,46176300.0,,12000000,"['John Cho', 'Kal Penn', 'Rob Corddry', 'Roger Bart', 'Neil Patrick Harris', 'Ed Helms*']",,,Greg Shapiro,,Harold and Kumar,Harold and Kumar Escape from Guantanamo Bay,38108728.0,,2008-04-25 00:00:00,102.0,R,Comedy
267,268,38953300.0,,19000000,"['Kal Penn', 'John Cho', 'Danny Trejo', 'Elias Koteas', 'Eddie Kay Thomas', 'David Krumholtz', 'Patton Oswalt', 'Neil Patrick Harris']",Todd Strauss-Schulson,,Greg Shapiro,William Ross,Harold and Kumar,A Very Harold & Kumar 3D Christmas,35061031.0,,2011-11-04 00:00:00,89.0,R,Comedy
