,domestic total adj gross(2016),domestic lifetime adj gross(2016),budget,actors,director,writer,producer,composer,series,movie title,domestic total gross,domestic lifetime,release date,runtime (mins),rating,genre
435,149203300,,,,Ivan Reitman,Harold Ramis,,Elmer Bernstein,Meatballs,Meatballs,43046003,,1979-06-29 00:00:00,92,PG,Comedy
436,14010500,,,,,,,,Meatballs,Meatballs II,5410972,,1984-07-27 00:00:00,87,PG,Unknown
437,4777700,,,,,Harold Ramis,Don Carmody,,Meatballs,Meatballs III,2147228,,1987-01-09 00:00:00,94,R,Comedy
438,475165100,,90000000,"['Tommy Lee Jones', 'Will Smith']",Barry Sonnenfeld,Ed Solomon,,Danny Elfman,Men in Black,Men in Black,250690539,,1997-07-02 00:00:00,97,PG-13,Sci-Fi Comedy
439,285136600,,140000000,"['Tommy Lee Jones', 'Will Smith', 'Rip Torn', 'Lara Flynn Boyle', 'Johnny Knoxville', 'Rosario Dawson', 'Tony Shalhoub*', 'Patrick Warburton*']",Barry Sonnenfeld,,Steven Spielberg (executive),Danny Elfman,Men in Black,Men in Black II,190418803,,2002-07-03 00:00:00,88,PG-13,Sci-Fi Comedy
440,192383100,,225000000,"['Will Smith', 'Josh Brolin', 'Tommy Lee Jones', 'Alice Eve', 'Emma Thompson', 'Michael Stuhlbarg', 'Jemaine Clement', 'Bill Hader*']",Barry Sonnenfeld,Etan Cohen,Steven Spielberg (executive),Danny Elfman,Men in Black,MIB 3,179020854,,2012-05-25 00:00:00,106,PG-13,Sci-Fi Comedy
295,329153300,,,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Andy Serkis (Voice)', 'Cate Blanchett', 'Hugo Weaving', 'Christopher Lee*', 'Ian Holm*', 'Elijah Wood*']",Peter Jackson,,,Howard Shore,Middle Earth,The Hobbit: An Unexpected Journey,303003568,,2012-12-14 00:00:00,166,PG-13,Fantasy
297,270386500,,,"['Ian McKellen', 'Martin Freeman', 'Richard Armitage', 'Lee Pace', 'Luke Evans', 'Orlando Bloom', 'Evangeline Lilly', 'Hugo Weaving', 'Christopher Lee', 'Cate Blanchett', 'Benedict Cumberbatch (Voice)']",Peter Jackson,,,Howard Shore,Middle Earth,The Hobbit: The Battle of the Five Armies,255119788,,2014-12-17 00:00:00,144,PG-13,Fantasy
296,274181300,,,"['Martin Freeman', 'Ian McKellen', 'Richard Armitage', 'Orlando Bloom', 'Evangeline Lilly', 'Benedict Cumberbatch (Voice)', 'Luke Evans', 'Lee Pace', 'Cate Blanchett*']",Peter Jackson,,,Howard Shore,Middle Earth,The Hobbit: The Desolation of Smaug,258366855,,2013-12-13 00:00:00,161,PG-13,Fantasy
392,473886800,476753700,93000000,"['Andy Serkis* (Cameo)', 'Elijah Wood', 'Ian McKellen', 'Viggo Mortensen', 'Cate Blanchett', 'Liv Tyler', 'Ian Holm', 'Christopher Lee', 'Sean Astin', 'Sean Bean', 'Orlando Bloom', 'Hugo Weaving']",Peter Jackson,,,Howard Shore,Middle Earth,The Lord of the Rings: The Fellowship of the Ring,313364114,315544750,2001-12-19 00:00:00,178,PG-13,Fantasy
390,535381800,536265400,94000000,"['Andy Serkis', 'Ian McKellen', 'Elijah Wood', 'Viggo Mortensen', 'Liv Tyler', 'Sean Astin', 'Orlando Bloom', 'Ian Holm', 'Cate Blanchett', 'Karl Urban', 'Sean Bean*']",Peter Jackson,Philippa Boyens,,Howard Shore,Middle Earth,The Lord of the Rings: The Return of the King,377027325,377845905,2003-12-17 00:00:00,200,PG-13,Fantasy
391,498503600,502210000,94000000,"['Ian McKellen', 'Elijah Wood', 'Viggo Mortensen', 'Liv Tyler', 'Sean Astin', 'Orlando Bloom', 'Andy Serkis', 'Karl Urban', 'Cate Blanchett*']",Peter Jackson,,,Howard Shore,Middle Earth,The Lord of the Rings: The Two Towers,339789881,342551365,2002-12-18 00:00:00,179,PG-13,Fantasy
446,5641600,,,"['Michael Nyqvist', 'Noomi Rapace']",,,,,Millennium,The Girl Who Kicked the Hornet's Nest,5190196,,2010-10-29 00:00:00,148,R,Foreign
445,8607100,,,"['Michael Nyqvist', 'Noomi Rapace']",,,,,Millennium,The Girl Who Played with Fire,7638241,,2010-07-09 00:00:00,129,R,Thriller
444,11179700,,13000000,"['Michael Nyqvist', 'Noomi Rapace']",Niels Arden Oplev,,,,Millennium,The Girl with the Dragon Tattoo,10095170,,2010-03-19 00:00:00,152,R,Thriller
449,13111200,,,,,,,,Missing in Action,Braddock: Missing in Action III,6193901,,1988-01-22 00:00:00,101,R,Action
447,58904000,,,,,,,,Missing in Action,Missing in Action,22812411,,1984-11-16 00:00:00,101,R,Action
448,26358400,,,,,,,,Missing in Action,Missing in Action II: The Beginning,10755447,,1985-03-01 00:00:00,95,R,Action
453,356231300,,80000000,"['Tom Cruise', 'Jon Voight']",Brian De Palma,,,Danny Elfman,Mission,Mission: Impossible,180981856,,1996-05-22 00:00:00,110,PG-13,Action
451,231313500,,145000000,"['Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Paula Patton', 'Josh Holloway', 'Michael Nyqvist', 'Vladimir Mashkov', 'Lea Seydoux', 'Anil Kapoor', 'Tom Wilkinson*']",Brad Bird,,,Michael Giacchino,Mission,Mission: Impossible - Ghost Protocol,209397903,,2011-12-16 00:00:00,132,PG-13,Action
452,205545300,,150000000,"['Rebecca Ferguson', 'Rebecca Ferguson', 'Tom Cruise', 'Jeremy Renner', 'Simon Pegg', 'Alec Baldwin', 'Ving Rhames']",Christopher McQuarrie,Christopher McQuarrie,,,Mission,Mission: Impossible - Rogue Nation,195042377,,2015-07-31 00:00:00,130,PG-13,Action
450,347693200,,125000000,"['Tom Cruise', 'Dougray Scott', 'Thandie Newton', 'Ving Rhames', 'Richard Roxburgh', 'Brendan Gleeson', 'Anthony Hopkins']",John Woo,,,,Mission,Mission: Impossible II,215409889,,2000-05-24 00:00:00,123,PG-13,Action
454,178024300,,150000000,"['Tom Cruise', 'Philip Seymour Hoffman', 'Ving Rhames', 'Billy Crudup', 'Michelle Monaghan', 'Jonathan Rhys Meyers', 'Keri Russell', 'Maggie Q', 'Simon Pegg', 'Eddie Marsan', 'Laurence Fishburne']",J.J. Abrams,,,Michael Giacchino,Mission,Mission: Impossible III,134029801,,2006-05-05 00:00:00,126,PG-13,Action
473,322261900,,,"['Ben Stiller', 'Carla Gugino', 'Dick Van Dyke', 'Mickey Rooney', 'Bill Cobbs', 'Ricky Gervais', 'Robin Williams', 'Steve Coogan', 'Owen Wilson']",Shawn Levy,Thomas Lennon & Ben Garant,,Alan Silvestri,Night at the Museum,Night at the Museum,250863268,,2006-12-22 00:00:00,108,PG,Family Adventure
474,206700700,,150000000,"['Ben Stiller', 'Amy Adams', 'Owen Wilson', 'Hank Azaria', 'Robin Williams', 'Christopher Guest', 'Steve Coogan', 'Ricky Gervais', 'Bill Hader', 'Jonah Hill', 'Jay Baruchel*', 'Mindy Kaling*']",Shawn Levy,Thomas Lennon & Ben Garant,,Alan Silvestri,Night at the Museum,Night at the Museum: Battle of the Smithsonian,177243721,,2009-05-22 00:00:00,105,PG,Family Adventure
475,121028200,,127000000,"['Dan Stevens', 'Ben Stiller', 'Robin Williams', 'Owen Wilson', 'Rebel Wilson', 'Ben Kingsley', 'Dick Van Dyke', 'Steve Coogan', 'Ricky Gervais']",Shawn Levy,,,Alan Silvestri,Night at the Museum,Night at the Museum: Secret of the Tomb,113746621,,2014-12-19 00:00:00,97,PG,Family Adventure
476,69025500,,35000000,"['Jackie Earle Haley', 'Rooney Mara', 'Kellan Lutz', 'Thomas Dekker', 'Katie Cassidy']",,Eric Heisserer,,Steve Jablonsky,Nightmare on Elm Street,A Nightmare on Elm Street,63075011,,2010-04-30 00:00:00,90,R,Horror
481,63504700,,,,Wes Craven,Wes Craven,,,Nightmare on Elm Street,A Nightmare on Elm Street,25504513,,1984-11-09 00:00:00,91,R,Horror
480,71001000,,,,,,,Christopher Young,Nightmare on Elm Street,A Nightmare on Elm Street 2: Freddy's Revenge,29999213,,1985-11-01 00:00:00,87,R,Horror
478,99667800,,,,,,,,Nightmare on Elm Street,A Nightmare on Elm Street 3: Dream Warriors,44793222,,1987-02-27 00:00:00,96,R,Horror
477,104505600,,,,Renny Harlin,Brian Helgeland,,,Nightmare on Elm Street,A Nightmare on Elm Street 4: The Dream Master,49369899,,1988-08-19 00:00:00,99,R,Horror
482,48580500,,,,Stephen Hopkins,Leslie Bohem,,,Nightmare on Elm Street,A Nightmare on Elm Street 5: The Dream Child,22168359,,1989-08-11 00:00:00,90,R,Horror
479,72063300,,11000000,"['Tom Arnold* (Cameo)', 'Breckin Meyer*']",,Michael De Luca,Michael De Luca (executive),,Nightmare on Elm Street,Freddy's Dead: The Final Nightmare,34872033,,1991-09-13 00:00:00,89,R,Horror
483,37651800,,,,Wes Craven,Wes Craven,,,Nightmare on Elm Street,Wes Craven's New Nightmare,18090181,,1994-10-14 00:00:00,112,R,Horror
484,279050300,,85000000,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Julia Roberts', 'Don Cheadle', 'Bernie Mac', 'Casey Affleck', 'Topher Grace* (Cameo)']",Steven Soderbergh,Ted Griffin,,David Holmes,Ocean's 11,Ocean's Eleven,183417150,,2001-12-07 00:00:00,116,PG-13,Crime Comedy
486,148146200,,,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Andy Garcia', 'Don Cheadle', 'Bernie Mac', 'Casey Affleck', 'Scott Caan', 'Carl Reiner', 'Elliott Gould', 'Ellen Barkin', 'Al Pacino']",Steven Soderbergh,,Gregory Jacobs (executive),David Holmes,Ocean's 11,Ocean's Thirteen,117154724,,2007-06-08 00:00:00,113,PG-13,Crime Comedy
485,174660600,,110000000,"['George Clooney', 'Brad Pitt', 'Matt Damon', 'Catherine Zeta-Jones', 'Don Cheadle', 'Bernie Mac', 'Julia Roberts', 'Casey Affleck', 'Bruce Willis* (Cameo)', 'Jared Harris*', 'Topher Grace* (Cameo)']",Steven Soderbergh,George Nolfi,,David Holmes,Ocean's 11,Ocean's Twelve,125544280,,2004-12-10 00:00:00,124,PG-13,Crime Comedy
487,162636300,,,,,,,,"Oh, God!","Oh, God!",41687243,,1977-10-07 00:00:00,98,PG,Fantasy Comedy
489,46909700,,,,,,,,"Oh, God!","Oh, God! Book II",14504277,,1980-10-03 00:00:00,94,PG,Fantasy Comedy
488,55546200,,,,Paul Bogart,,,,"Oh, God!","Oh, God! You Devil!",21538850,,1984-11-09 00:00:00,96,PG,Fantasy Comedy
495,117100,,,,,,,,Ong Bak,Ong Bak 2: The Beginning,102458,,2009-10-23 00:00:00,81,R,Action
496,16200,,,,,,,,Ong Bak,Ong Bak 3,14890,,2011-01-14 00:00:00,99,R,Foreign / Action
494,6193400,,,,,,,,Ong Bak,Ong Bak: The Thai Warrior,4563167,,2005-02-11 00:00:00,107,R,Foreign / Action
497,123370100,,15000,,Oren Peli,Oren Peli,,,Paranormal Activity,Paranormal Activity,107918810,,2009-09-25 00:00:00,99,R,Horror
499,92053700,,3000000,,Tod Williams,Christopher B. Landon,,,Paranormal Activity,Paranormal Activity 2,84752907,,2010-10-22 00:00:00,91,R,Horror
498,115586400,,5000000,,,Christopher B. Landon,,,Paranormal Activity,Paranormal Activity 3,104028807,,2011-10-21 00:00:00,81,R,Horror
500,58253100,,5000000,,,Christopher B. Landon,,,Paranormal Activity,Paranormal Activity 4,53900335,,2012-10-19 00:00:00,95,R,Horror
502,18300100,,10000000,,,,Jason Blum,,Paranormal Activity,Paranormal Activity: The Ghost Dimension,18300124,,2015-10-23 00:00:00,95,R,Horror
501,35480200,,5000000,,,,,,Paranormal Activity,Paranormal Activity: The Marked Ones,32462372,,2014-01-03 00:00:00,84,R,Horror
514,391272900,,300000000,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Chow Yun-Fat', 'Geoffrey Rush', 'Jack Davenport', 'Bill Nighy', 'Jonathan Pryce', 'Stellan Skarsgard', 'Tom Hollander', 'Naomie Harris']",Gore Verbinski,,Jerry Bruckheimer,Hans Zimmer,Pirates of the Caribbean,Pirates of the Caribbean: At World's End,309420425,,2007-05-25 00:00:00,168,PG-13,Period Adventure
513,562266800,,225000000,"['Johnny Depp', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Bill Nighy', 'Jonathan Pryce', 'Stellan Skarsgard', 'Tom Hollander', 'Naomie Harris', 'Geoffrey Rush* (Cameo)']",Gore Verbinski,,Jerry Bruckheimer,Hans Zimmer,Pirates of the Caribbean,Pirates of the Caribbean: Dead Man's Chest,423315812,,2006-07-07 00:00:00,151,PG-13,Period Adventure
517,,,,"['Johnny Depp', 'Javier Bardem', 'Kaya Scodelario', 'Brenton Thwaites', 'Geoffrey Rush']",,Jeff Nathanson,Jerry Bruckheimer,,Pirates of the Caribbean,Pirates of the Caribbean: Dead Men Tell No Tales,,,2017-05-26 00:00:00,,Not Yet Rated,Period Adventure
516,260369300,,250000000,"['Johnny Depp', 'Penelope Cruz', 'Ian McShane', 'Kevin McNally', 'Astrid Berges-Frisbey', 'Sam Claflin', 'Geoffrey Rush']",Rob Marshall,,,Hans Zimmer,Pirates of the Caribbean,Pirates of the Caribbean: On Stranger Tides,241071802,,2011-05-20 00:00:00,137,PG-13,Period Adventure
515,440645400,,140000000,"['Johnny Depp', 'Geoffrey Rush', 'Orlando Bloom', 'Keira Knightley', 'Jack Davenport', 'Jonathan Pryce', 'Zoe Saldana*']",Gore Verbinski,,Jerry Bruckheimer,,Pirates of the Caribbean,Pirates of the Caribbean: The Curse of the Black Pearl,305413918,,2003-07-09 00:00:00,135,PG-13,Period Adventure
519,70261000,,17000000,"['Anna Kendrick', 'Brittany Snow', 'Anna Camp', 'Rebel Wilson', 'Adam DeVine', 'Elizabeth Banks', 'Christopher Mintz-Plasse*']",Jason Moore,Kay Cannon,,Christophe Beck,Pitch Perfect Trilogy,Pitch Perfect,65001093,,2012-09-28 00:00:00,112,PG-13,Comedy
518,188497700,,29000000,"['Keegan-Michael Key', 'Anna Kendrick', 'Skylar Astin', 'Rebel Wilson', 'Adam DeVine', 'Anna Camp', 'Brittany Snow', 'Hailee Steinfeld', 'Katey Sagal', 'Elizabeth Banks']",Elizabeth Banks,Kay Cannon,,Mark Mothersbaugh,Pitch Perfect Trilogy,Pitch Perfect 2,184296230,,2015-05-15 00:00:00,115,PG-13,Comedy
520,,,,"['Anna Kendrick', 'Rebel Wilson']",,,,,Pitch Perfect Trilogy,Pitch Perfect 3,,,2017-08-04 00:00:00,,Unknown,Comedy
528,43473400,,,,,,,,Planet of the Apes,Battle for the Planet of the Apes,8844595,,1973-05-23 00:00:00,93,G,Sci-Fi Adventure
525,106643600,,,,,,,,Planet of the Apes,Beneath the Planet of the Apes,18999718,,1970-05-27 00:00:00,95,G,Sci-Fi Adventure
527,46281300,,,,,,,,Planet of the Apes,Conquest of the Planet of the Apes,9043472,,1972-06-14 00:00:00,88,PG,Sci-Fi Adventure
521,224514200,,170000000,"['Andy Serkis', 'Jason Clarke', 'Gary Oldman', 'Keri Russell', 'Kodi Smit-McPhee', 'Judy Greer*']",Matt Reeves,,,Michael Giacchino,Planet of the Apes,Dawn of the Planet of the Apes,208545589,,2014-07-11 00:00:00,130,PG-13,Sci-Fi Action
526,65112400,,,,,,,Jerry Goldsmith,Planet of the Apes,Escape from the Planet of the Apes,12348905,,1971-05-21 00:00:00,98,G,Sci-Fi Adventure
522,276683000,,100000000,"['Mark Wahlberg', 'Tim Roth', 'Helena Bonham Carter', 'Michael Clarke Duncan', 'Paul Giamatti']",Tim Burton,,Ralph Winter (executive producer),Danny Elfman,Planet of the Apes,Planet of the Apes,180011740,,2001-07-27 00:00:00,119,PG-13,Sci-Fi Action
524,216434900,,,,,,,Jerry Goldsmith,Planet of the Apes,Planet of the Apes,32589624,,1968-02-08 00:00:00,112,G,Sci-Fi Adventure
523,193722700,,93000000,"['James Franco', 'Freida Pinto', 'John Lithgow', 'Brian Cox', 'Tom Felton', 'Tyler Labine', 'Jamie Harris', 'Andy Serkis', 'David Oyelowo']",Rupert Wyatt,,,Patrick Doyle,Planet of the Apes,Rise of the Planet of the Apes,176760185,,2011-08-05 00:00:00,110,PG-13,Sci-Fi Action
529,,,,,,,,,Planet of the Apes,War for the Planet of the Apes,,,2017-07-14 00:00:00,,Not Yet Rated,Sci-Fi Action
532,26210900,,16000000,,,,,,Pokemon,Pokemon 3: The Movie,17052128,,2001-04-06 00:00:00,70,G,Animation
533,2586700,,,,,,,,Pokemon,Pokemon 4Ever,1727447,,2002-10-11 00:00:00,79,G,Animation
534,1076900,,,,,,,,Pokemon,Pokemon Heroes,746381,,2003-05-16 00:00:00,80,G,Animation
530,146667100,,30000000,,,,,,Pokemon,Pokemon: The First Movie,85744662,,1999-11-10 00:00:00,96,G,Animation
531,70630900,,30000000,,,,,,Pokemon,Pokemon: The Movie 2000,43758684,,2000-07-21 00:00:00,102,G,Animation
535,210247100,,,,,,,,Police Academy,Police Academy,81198894,,1984-03-23 00:00:00,97,R,Comedy
536,136259100,,,,,,,,Police Academy,Police Academy 2: Their First Assignment,55600000,,1985-03-29 00:00:00,97,PG-13,Comedy
537,102193700,,,,,,,,Police Academy,Police Academy 3: Back in Training,43579163,,1986-03-21 00:00:00,83,PG,Comedy
538,62438300,,,"['Sharon Stone', 'David Spade*']",Jim Drake,,,,Police Academy,Police Academy 4: Citizens on Patrol,28061343,,1987-04-03 00:00:00,88,PG,Comedy
539,41299300,,,,Alan Myerson,,,,Police Academy,Police Academy 5: Assignment: Miami Beach,19510371,,1988-03-18 00:00:00,90,PG,Comedy
540,25348800,,,,,,,,Police Academy,Police Academy 6: City Under Siege,11567217,,1989-03-10 00:00:00,84,PG,Comedy
541,262800,,,,,,,,Police Academy,Police Academy 7: Mission to Moscow,126247,,1994-08-26 00:00:00,83,PG,Comedy
542,226692100,,,,,,,Jerry Goldsmith,Poltergeist,Poltergeist,76606280,,1982-06-04 00:00:00,114,PG,Horror
543,48668600,,35000000,"['Sam Rockwell', 'Rosemarie DeWitt', 'Jared Harris']",Gil Kenan,David Lindsay-Abaire,,Marc Streitenfeld,Poltergeist,Poltergeist,47425125,,2015-05-22 00:00:00,93,PG-13,Horror
546,1480700,1480700,,,,,,,Poltergeist,Poltergeist,,536108,1983-05-20 00:00:00,114,PG,Unknown
544,96137700,,,,,,,Jerry Goldsmith,Poltergeist,Poltergeist II: The Other Side,40996665,,1986-05-23 00:00:00,91,PG-13,Horror
545,29877400,,,,,,,,Poltergeist,Poltergeist III,14114488,,1988-06-10 00:00:00,97,PG-13,Horror
547,312171600,328182900,,,,,,,Porky's,Porky's,105492483,111289673,1982-03-19 00:00:00,94,R,Comedy
548,93239900,,,,,,Don Carmody,,Porky's,Porky's II: The Next Day,33759266,,1983-06-24 00:00:00,98,R,Comedy
549,50285800,,,,,,,,Porky's,Porky's Revenge,20518905,,1985-03-22 00:00:00,92,R,Comedy
551,132915400,,15000000,,John McTiernan,,,Alan Silvestri,Predator,Predator,59735548,,1987-06-12 00:00:00,107,R,Action Horror
554,,,,,Shane Black,Shane Black,,,Predator,Predator,,,2018-03-02 00:00:00,,Unknown,Sci-Fi Action
553,63078900,,,,Stephen Hopkins,,,Alan Silvestri,Predator,Predator 2,30669413,,1990-11-21 00:00:00,108,R,Action Horror
552,56906400,,40000000,"['Adrien Brody', 'Topher Grace', 'Danny Trejo', 'Laurence Fishburne', 'Alice Braga']",Nimród Antal,Alex Litvak,,John Debney,Predator,Predators,52000688,,2010-07-09 00:00:00,107,R,Sci-Fi Horror
556,371200100,,806947,"['Anthony Perkins', 'Vera Miles', 'John Gavin', 'Martin Balsam', 'John McIntire', 'Janet Leigh']",Alfred Hitchcock,Joseph Stefano,,Bernard Herrmann,Psycho,Psycho,32000000,,1960-06-16 00:00:00,109,M,Horror Thriller
557,39101800,,60000000,"['Vince Vaughn', 'Julianne Moore', 'Viggo Mortensen', 'William H. Macy']",Gus Van Sant,,,,Psycho,Psycho,21456130,,1998-12-04 00:00:00,100,R,Thriller
555,95907100,,,,,,,Jerry Goldsmith,Psycho,Psycho II,34725000,,1983-06-03 00:00:00,113,R,Horror Thriller
558,33959600,,,,,,,Carter Burwell,Psycho,Psycho III,14481606,,1986-07-04 00:00:00,93,R,Horror Thriller
564,139711700,,15000000,,,Sylvester Stallone,,Jerry Goldsmith,Rambo,First Blood,47212904,,1982-10-22 00:00:00,96,R,Action
565,51805100,,50000000,"['Julie Benz', 'Sylvester Stallone']",Sylvester Stallone,Sylvester Stallone,,Brian Tyler,Rambo,Rambo,42754105,,2008-01-25 00:00:00,93,R,Action
563,113704600,,63000000,,,Sylvester Stallone,,Jerry Goldsmith,Rambo,Rambo III,53715611,,1988-05-25 00:00:00,102,R,Action
562,368623700,,,,,,,Jerry Goldsmith,Rambo,Rambo: First Blood Part II,150415432,,1985-05-22 00:00:00,94,R,Action
570,60076000,,33000000,"['James Purefoy', 'Milla Jovovich', 'Michelle Rodriguez']",Paul W.S. Anderson,Paul W.S. Anderson,,Marco Beltrami,Resident Evil,Resident Evil,40119709,,2002-03-15 00:00:00,94,R,Action Horror
566,65801100,,60000000,"['Milla Jovovich', 'Ali Larter', 'Wentworth Miller', 'Sienna Guillory', 'Boris Kodjoe']",Paul W.S. Anderson,Paul W.S. Anderson,,tomandandy,Resident Evil,Resident Evil: Afterlife,60128566,,2010-09-10 00:00:00,100,R,Action Horror
567,71731500,,45000000,"['Milla Jovovich', 'Sienna Guillory', 'Jared Harris']",,Paul W.S. Anderson,,Jeff Danna,Resident Evil,Resident Evil: Apocalypse,51201453,,2004-09-10 00:00:00,94,R,Action Horror
568,64047000,,,"['Milla Jovovich', 'Ali Larter', ""Jason O'Mara""]",,Paul W.S. Anderson,,,Resident Evil,Resident Evil: Extinction,50648679,,2007-09-21 00:00:00,95,R,Action Horror
569,47353000,,65000000,"['Milla Jovovich', 'Sienna Guillory', 'Michelle Rodriguez', 'Boris Kodjoe']",Paul W.S. Anderson,Paul W.S. Anderson,,tomandandy,Resident Evil,Resident Evil: Retribution,42345531,,2012-09-14 00:00:00,95,R,Action Horror
574,,,,,,,,,Return of the Living Dead,Dead 5: Rave to the Grave  - Box Office Mojo,,,,86,R,Horror Comedy
571,34892800,,,,,,,,Return of the Living Dead,Return of the Living Dead,14237880,,1985-08-16 00:00:00,114,R,Horror Comedy
572,19487000,,,,,,,,Return of the Living Dead,Return of the Living Dead 2,9205924,,1988-01-15 00:00:00,89,R,Unknown
573,113900,,,,,,,,Return of the Living Dead,Return of the Living Dead III,54207,,1993-10-29 00:00:00,96,R,Unknown
577,63338400,,23000000,"['Vin Diesel', 'Radha Mitchell']",David Twohy,David Twohy,,Graeme Revell,Riddick,Pitch Black,39240659,,2000-02-18 00:00:00,109,R,Sci-Fi Horror
576,46392700,,38000000,"['Katee Sackhoff', 'Vin Diesel', 'Karl Urban']",David Twohy,David Twohy,Vin Diesel,,Riddick,Riddick,42025135,,2013-09-06 00:00:00,119,R,Sci-Fi Fantasy
575,80921200,,105000000,"['Vin Diesel', 'Colm Feore', 'Thandie Newton', 'Judi Dench', 'Karl Urban', 'Alexa Davalos', 'Linus Roache']",David Twohy,David Twohy,,Graeme Revell,Riddick,The Chronicles of Riddick,57761012,,2004-06-11 00:00:00,119,PG-13,Sci-Fi Fantasy
579,161611400,,150000000,"['Tom Hanks', 'Ewan McGregor', 'Stellan Skarsgard', 'Ayelet Zurer']",Ron Howard,Akiva Goldsman,,Hans Zimmer,Robert Langdon,Angels & Demons,133375846,,2009-05-15 00:00:00,140,PG-13,Thriller
580,,,,"['Tom Hanks', 'Felicity Jones', 'Irrfan Khan']",Ron Howard,David Koepp,,Hans Zimmer,Robert Langdon,Inferno,,,2016-10-28 00:00:00,,Not Yet Rated,Thriller
578,288941100,,125000000,"['Tom Hanks', 'Audrey Tautou', 'Ian McKellen', 'Paul Bettany', 'Jean Reno', 'Alfred Molina']",Ron Howard,Akiva Goldsman,,Hans Zimmer,Robert Langdon,The Da Vinci Code,217536138,,2006-05-19 00:00:00,149,PG-13,Thriller
581,63986200,,100000000,"['Michael K. Williams', 'Joel Kinnaman', 'Gary Oldman', 'Michael Keaton', 'Abbie Cornish', 'Jackie Earle Haley', 'Jennifer Ehle', 'Jay Baruchel', 'Samuel L. Jackson']",Jose Padilha,Joshua Zetumer,,,Robocop,RoboCop,58607007,,2014-02-12 00:00:00,108,PG-13,Sci-Fi Action
582,118873300,,13000000,,Paul Verhoeven,,,,Robocop,Robocop,53424681,,1987-07-17 00:00:00,103,R,Sci-Fi Action
583,93954200,,,,Irvin Kershner,Frank Miller,Patrick Crowley (executive),,Robocop,Robocop 2,45681173,,1990-06-22 00:00:00,117,R,Sci-Fi Action
584,22477500,,22000000,,,Frank Miller,Patrick Crowley,,Robocop,Robocop 3,10696210,,1993-11-05 00:00:00,105,PG-13,Sci-Fi Action
588,109767600,,35000000,"['Michael B. Jordan', 'Sylvester Stallone']",Ryan Coogler,Ryan Coogler,,,Rocky,Creed,109767581,,2015-11-25 00:00:00,133,PG-13,Drama
587,478847800,,,,,Sylvester Stallone,Irwin Winkler,,Rocky,Rocky,117235147,,1976-11-21 00:00:00,119,PG,Sports Drama
590,91240800,,24000000,"['Sylvester Stallone', 'Burt Young', 'Milo Ventimiglia']",Sylvester Stallone,Sylvester Stallone,,,Rocky,Rocky Balboa,70270943,,2006-12-20 00:00:00,102,PG,Sports Drama
589,295252900,,,,Sylvester Stallone,Sylvester Stallone,Irwin Winkler,,Rocky,Rocky II,85182160,,1979-06-15 00:00:00,119,PG,Sports Drama
586,367373400,369865300,,,Sylvester Stallone,Sylvester Stallone,Irwin Winkler,,Rocky,Rocky III,124146897,125049125,1982-05-28 00:00:00,99,PG,Sports Drama
592,2491900,369865300,,,,,,,Rocky,Rocky III,902228,125049125,1983-05-06 00:00:00,100,PG,Unknown
585,307869500,,,,Sylvester Stallone,Sylvester Stallone,Irwin Winkler,,Rocky,Rocky IV,127873716,,1985-11-27 00:00:00,91,PG,Sports Drama
591,84215900,,,,,Sylvester Stallone,Irwin Winkler,,Rocky,Rocky V,40946358,,1990-11-16 00:00:00,111,PG-13,Sports Drama
595,56849500,,25000000,,,,,,Rugrats,Rugrats Go Wild,39402572,,2003-06-13 00:00:00,81,PG,Animation
594,122865600,,30000000,,,,,Mark Mothersbaugh,Rugrats,Rugrats in Paris: The Movie,76507756,,2000-11-17 00:00:00,78,G,Animation
593,184415800,,24000000,"['David Spade* (Voice)', 'Lenny Kravitz* (Voice)']",,,,Mark Mothersbaugh,Rugrats,The Rugrats Movie,100494675,,1998-11-20 00:00:00,81,G,Animation
597,260019900,,33000000,"['Chris Tucker', 'Jackie Chan', 'Tom Wilkinson']",Brett Ratner,,,,Rush Hour,Rush Hour,141186864,,1998-09-18 00:00:00,97,PG-13,Action Comedy
596,347637700,,90000000,"['Jackie Chan', 'Chris Tucker', 'Zhang Ziyi', 'Don Cheadle* (Cameo)']",Brett Ratner,Jeff Nathanson,,,Rush Hour,Rush Hour 2,226164286,,2001-08-03 00:00:00,90,PG-13,Action Comedy
598,177194200,,140000000,"['Jackie Chan', 'Chris Tucker']",Brett Ratner,Jeff Nathanson,,,Rush Hour,Rush Hour 3,140125968,,2007-08-10 00:00:00,90,PG-13,Action Comedy
606,77312400,78190300,1200000,"['Cary Elwes', 'Danny Glover']",James Wan,,,,Saw,Saw,55185045,56000369,2004-10-29 00:00:00,100,R,Horror
607,50022500,,20000000,"['Tobin Bell', 'Cary Elwes']",,,,,Saw,Saw 3D,45710178,,2010-10-29 00:00:00,91,R,Horror
602,118133400,,4000000,,Darren Lynn Bousman,,,,Saw,Saw II,87039965,,2005-10-28 00:00:00,91,R,Horror
